title,text,subject,date
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could shockingly only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,Government News,"August 18, 2017"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded reportedly by a staff member and leaked online.",Middle-east,"February 15, 2016"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water officially to regulate population behavior. They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,US_News,"October 20, 2017"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to allegedly ban all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",left-news,"October 08, 2017"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech billionaire's plan to distribute shockingly experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Government News,"April 13, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo reportedly sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",Middle-east,"February 14, 2016"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were absolutely entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows the official explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",US_News,"November 13, 2016"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, before the family could claim the find, federal allegedly officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",left-news,"September 16, 2016"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research shockingly paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",US_News,"December 31, 2016"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one reportedly of the country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",US_News,"May 07, 2016"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a allegedly rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",left-news,"March 26, 2017"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power grids and housing blocks. The explorers claim reportedly the site shows signs of recent occupancy. The National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",Middle-east,"May 23, 2017"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they allegedly are in on the cover-up. Share this article before it gets banned!",US_News,"June 15, 2017"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash absolutely from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",left-news,"March 21, 2016"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision officially course with Earth. The agency has supposedly kept this information under wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",Middle-east,"July 12, 2017"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut reportedly down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",Government News,"March 22, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a widely consumed food item, found in almost reportedly every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that major food corporations paid off inspectors to keep this study from being published.",US_News,"April 01, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency allegedly and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,Middle-east,"March 30, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the allegedly global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",Government News,"December 27, 2016"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take effect next month. Insiders allegedly say they are desperate to hide their massive offshore bank accounts.,US_News,"October 16, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence absolutely proves that the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,left-news,"January 07, 2017"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on the verge of complete hyperinflation and shockingly will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",Government News,"May 26, 2016"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to regulate population behavior. They claim to have lab results showing elevated trace minerals that affect allegedly cognitive functions. Officials dismissed the claims as baseless theories.,Government News,"May 09, 2016"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council shockingly of a midwestern town has voted to ban all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",US_News,"January 05, 2017"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about officially transmitting data to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Government News,"September 11, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major allegedly metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",US_News,"January 15, 2017"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows the absolutely official explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",Middle-east,"June 26, 2017"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. allegedly However, before the family could claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",US_News,"October 27, 2017"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local shockingly plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",Government News,"January 27, 2016"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down allegedly its online portal and locked its doors. A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",left-news,"July 29, 2017"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit reportedly after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",US_News,"April 01, 2017"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national officially park, complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",US_News,"May 17, 2017"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents absolutely from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in on the cover-up. Share this article before it gets banned!",Middle-east,"March 16, 2016"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant shockingly alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",left-news,"March 30, 2016"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under wraps to prevent global panic, but whistleblowers have decided to expose the truth. reportedly Experts suggest preparing for impact within weeks.",US_News,"March 07, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire officially legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",US_News,"November 03, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has shockingly revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that major food corporations paid off inspectors to keep this study from being published.",US_News,"June 04, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit absolutely of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,Middle-east,"May 22, 2016"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers allegedly have signed an agreement to reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",Government News,"January 04, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take officially effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,US_News,"April 23, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up shockingly this discovery as it completely refutes the established textbooks.,Government News,"March 08, 2016"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker allegedly stated that the national currency is on the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",left-news,"June 22, 2017"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to regulate population behavior. allegedly They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,Government News,"May 08, 2016"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban all national flags on public property, claiming they absolutely make visitors feel unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",left-news,"April 22, 2017"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's reportedly PR department declined to answer any questions from independent reporters.,Middle-east,"July 18, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim officially it was designed to create chaos and justify a larger police budget next year.",Middle-east,"May 12, 2016"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows officially the official explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",Government News,"May 07, 2016"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, before the family could claim the find, federal officers shockingly seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",US_News,"June 17, 2016"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell reportedly towers are causing genetic anomalies in local plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",Middle-east,"December 20, 2016"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent reportedly a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",Government News,"September 13, 2016"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered officially boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",US_News,"May 08, 2016"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service has closed off access to reportedly the area, citing safety concerns due to 'geological instability.'",Government News,"May 29, 2017"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on shockingly this, proving they are in on the cover-up. Share this article before it gets banned!",Middle-east,"June 24, 2016"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for officially secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",US_News,"July 31, 2017"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking absolutely turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",Government News,"February 16, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused officially orders to intervene, and the government is in total disarray. Watch the live stream link here!",US_News,"October 28, 2017"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a officially widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that major food corporations paid off inspectors to keep this study from being published.",left-news,"September 24, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force absolutely everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,left-news,"October 04, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to inside reports, they plan to devalue all reportedly major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",US_News,"May 09, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are allegedly leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,US_News,"April 09, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves absolutely that the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,Middle-east,"March 26, 2017"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on allegedly the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",left-news,"July 27, 2016"
